cid,iupacname,smiles
15931467,"(2R,3R)-3-methylpentane-1,2-diol",CC[C@@H](C)[C@H](CO)O
86677926,(1R)-1-(furan-2-yl)ethanamine;hydrochloride,C[C@H](C1=CC=CO1)N.Cl
9964114,(2R)-3-amino-2-methylpropanoic acid;hydrochloride,C[C@H](CN)C(=O)O.Cl
74889687,"(3R)-1,3-dimethylpiperazin-2-one;hydrochloride",C[C@@H]1C(=O)N(CCN1)C.Cl
11701033,methyl (2R)-2-hydroxybutanoate,CC[C@H](C(=O)OC)O
42077968,"(1R)-1-(1,3-thiazol-2-yl)ethanamine",C[C@H](C1=NC=CS1)N
87702145,(2R)-but-3-en-2-amine;hydrochloride,C[C@H](C=C)N.Cl
2530253,(1R)-1-(2-methylphenyl)ethanamine,CC1=CC=CC=C1[C@@H](C)N
45072224,[(2R)-piperazin-2-yl]methanol;dihydrochloride,C1CN[C@H](CN1)CO.Cl.Cl
45073228,"(2S,3R)-2-amino-3-hydroxybutanamide;hydrochloride",C[C@H]([C@@H](C(=O)N)N)O.Cl
2507697,(1R)-1-(3-chlorophenyl)ethanamine,C[C@H](C1=CC(=CC=C1)Cl)N
45086552,(2R)-2-amino-2-methylpent-4-ynoic acid,C[C@@](CC#C)(C(=O)O)N
91667871,(2R)-2-aminobut-3-enoic acid;hydrochloride,C=C[C@H](C(=O)O)N.Cl
12408095,ethyl (3R)-4-bromo-3-hydroxybutanoate,CCOC(=O)C[C@H](CBr)O
84815,(2R)-2-amino-4-methylsulfanylbutanoic acid,CSCC[C@H](C(=O)O)N
12256034,(3R)-oxan-3-ol,C1C[C@H](COC1)O
87650,"(2R,4R)-2,4-dimethylheptan-1-ol",CCC[C@@H](C)C[C@@H](C)CO
12337161,(1R)-1-methyl-1H-indene,C[C@@H]1C=CC2=CC=CC=C12
12163510,(2R)-2-(3-methylphenyl)oxirane,CC1=CC(=CC=C1)[C@@H]2CO2
107520,(2R)-2-chlorobutanedioic acid,C([C@H](C(=O)O)Cl)C(=O)O
12349525,"(2R,3R)-1,4-dimethoxybutane-2,3-diol",COC[C@H]([C@@H](COC)O)O
7154260,"(3R)-N,1-dimethylpyrrolidin-3-amine",CN[C@@H]1CCN(C1)C
222,azane,N
935,nickel,[Ni]
71743679,(1R)-1-cyclopentylethanamine;hydrochloride,C[C@H](C1CCCC1)N.Cl
71463918,(3R)-3-amino-4-hydroxybutanoic acid;hydrochloride,C([C@H](CO)N)C(=O)O.Cl
18596119,(2R)-2-ethylpiperidine;hydrochloride,CC[C@@H]1CCCCN1.Cl
439230,"(3R)-3,5-dihydroxy-3-methylpentanoic acid",C[C@@](CCO)(CC(=O)O)O
51670322,methyl (2R)-morpholine-2-carboxylate,COC(=O)[C@H]1CNCCO1
45026933,2-[(2R)-pyrrolidin-2-yl]acetic acid;hydrochloride,C1C[C@@H](NC1)CC(=O)O.Cl
22844977,"(3aR)-3a,4,5,6-tetrahydro-3H-pyrrolo[1,2-c]oxathiazole 1,1-dioxide",C1C[C@@H]2COS(=O)(=O)N2C1
123132906,"(1R,2R,6R)-6-(hydroxymethyl)cyclohex-3-ene-1,2-diol",C1C=C[C@H]([C@@H]([C@H]1CO)O)O
133617850,"(1'R,2'R,3'R,5'S,7'S)-spiro[cyclopropane-1,6'-tricyclo[3.2.0.02,7]heptane]-3'-ol",C1CC12[C@H]3C[C@H]([C@@H]4[C@H]3[C@H]24)O
86310118,(3R)-3-hydroxycyclohexan-1-one,C1C[C@H](CC(=O)C1)O
6993810,(2R)-hexan-2-ol,CCCC[C@@H](C)O
6994054,(2R)-2-[2-[(2R)-oxiran-2-yl]ethyl]oxirane,C1[C@H](O1)CC[C@@H]2CO2
93503387,(1R)-1-[(2R)-piperazin-2-yl]ethanol,C[C@H]([C@H]1CNCCN1)O
90019534,"(1R)-1-[(1R)-2,2-dichlorocyclopropyl]ethanamine",C[C@H]([C@H]1CC1(Cl)Cl)N
12680089,(3R)-morpholine-3-carboxylic acid,C1COC[C@@H](N1)C(=O)O
132327784,"cis-(1R,2S)-2-[(1R,2R)-2-methylcyclopropyl]cyclopropan-1-amine",C[C@@H]1C[C@H]1[C@@H]2C[C@H]2N
10486876,1-[(3R)-3-hydroxypyrrolidin-1-yl]ethanone,CC(=O)N1CC[C@H](C1)O
67123857,(1R)-1-(5-fluoropyrimidin-2-yl)ethanamine,C[C@H](C1=NC=C(C=N1)F)N
115233,(2R)-2-propylpent-4-ynoic acid,CCC[C@H](CC#C)C(=O)O
1512683,methyl (3R)-pyrrolidine-3-carboxylate,COC(=O)[C@@H]1CCNC1
1502076,(3R)-3-amino-4-hydroxybutanoic acid,C([C@H](CO)N)C(=O)O
773775,"(9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-pyrido[1,2-a]pyrazine",C1CCN2CCNC[C@H]2C1
156595189,(1R)-1-(1H-pyrazol-5-yl)ethanamine;hydrochloride,C[C@H](C1=CC=NN1)N.Cl
6951132,"(2R)-2-amino-2,4-dimethylpentanoic acid",CC(C)C[C@](C)(C(=O)O)N
6951336,(3R)-piperidin-1-ium-3-carboxamide,C1C[C@H](C[NH2+]C1)C(=O)N
6950163,2-[(2R)-1-methylpyrrolidin-2-yl]ethanol,CN1CCC[C@@H]1CCO
148716,(2R)-1-amino-3-chloropropan-2-ol,C([C@H](CCl)O)N
132213,(2R)-2-acetamidopropanoic acid,C[C@H](C(=O)O)NC(=O)C
11851222,(2R)-2-propylpiperidine;hydrochloride,CCC[C@@H]1CCCCN1.Cl
1520863,(2R)-2-amino-2-cyclopropylacetic acid,C1CC1[C@H](C(=O)O)N
1519381,2-[(2R)-piperazin-2-yl]ethanol,C1CN[C@@H](CN1)CCO
10197756,(2R)-2-propan-2-ylpentanoic acid,CCC[C@H](C(C)C)C(=O)O
845041,"methyl (4R)-1,3-thiazolidine-4-carboxylate",COC(=O)[C@@H]1CSCN1
853004,[(2R)-1-methylpiperidin-2-yl]methanol,CN1CCCC[C@@H]1CO
6999725,(3R)-nonan-3-ol,CCCCCC[C@@H](CC)O
854144,(1R)-3-oxocyclopentane-1-carboxylic acid,C1CC(=O)C[C@@H]1C(=O)O
29945867,(2R)-2-amino-2-cyclobutylacetic acid,C1CC(C1)[C@H](C(=O)O)N
25036286,imino-methyl-oxo-phenyl-lambda6-sulfane,C[S@@](=N)(=O)C1=CC=CC=C1
11457670,(2R)-4-amino-2-methylbutan-1-ol,C[C@H](CCN)CO
11528357,(2R)-2-amino-3-methoxypropan-1-ol;hydrochloride,COC[C@@H](CO)N.Cl
14288867,[(2R)-piperazin-2-yl]methanol,C1CN[C@H](CN1)CO
45080387,(1R)-1-pyrimidin-2-ylethanol,C[C@H](C1=NC=CC=N1)O
13866526,(2R)-2-bromo-N-tert-butylpropanamide,C[C@H](C(=O)NC(C)(C)C)Br
7408456,methyl (2R)-piperidine-2-carboxylate,COC(=O)[C@H]1CCCCN1
13018901,methyl (2R)-2-amino-2-methylpent-4-enoate,C[C@@](CC=C)(C(=O)OC)N
40566314,(3R)-piperidine-3-carbonitrile,C1C[C@H](CNC1)C#N
139026852,(2R)-1-(trifluoromethoxy)propan-2-amine;hydrochloride,C[C@H](COC(F)(F)F)N.Cl
40511678,2-[(2R)-pyrrolidin-2-yl]ethanol,C1C[C@@H](NC1)CCO
11788683,[(1R)-1-bromoethyl]benzene,C[C@H](C1=CC=CC=C1)Br
66569500,(3R)-3-iodopyrrolidine;hydrochloride,C1CNC[C@@H]1I.Cl
34178393,methyl (2R)-2-amino-2-cyclobutylacetate,COC(=O)[C@@H](C1CCC1)N
2725000,(2R)-2-(hydroxymethyl)-2H-furan-5-one,C1=CC(=O)O[C@H]1CO
40637902,4-[(1R)-1-aminoethyl]aniline,C[C@H](C1=CC=C(C=C1)N)N
2734858,"(4R)-4-methyl-1,3-oxazolidin-2-one",C[C@@H]1COC(=O)N1
2734886,[(1R)-1-aminopropyl]phosphonic acid,CC[C@H](N)P(=O)(O)O
53482120,2-[(3R)-morpholin-3-yl]ethanol,C1COC[C@H](N1)CCO
68629181,(3R)-pyrrolidine-3-carboxamide;hydrochloride,C1CNC[C@@H]1C(=O)N.Cl
60146074,2-[(3R)-morpholin-3-yl]ethanol;hydrochloride,C1COC[C@H](N1)CCO.Cl
91667892,(3R)-3-aminohexan-1-ol;hydrochloride,CCC[C@H](CCO)N.Cl
16211136,"(4R)-4-propan-2-yl-1,3-oxazolidine-2-thione",CC(C)[C@@H]1COC(=S)N1
50999323,(2R)-2-amino-3-cyclobutylpropanoic acid,C1CC(C1)C[C@H](C(=O)O)N
40465535,(1R)-1-(3-methylphenyl)ethanamine,CC1=CC(=CC=C1)[C@@H](C)N
68287803,(2R)-2-(methoxymethyl)piperidine;hydrochloride,COC[C@H]1CCCCN1.Cl
5479121,(2R)-2-methylbutanenitrile,CC[C@@H](C)C#N
1084918,(1R)-1-pyridin-2-ylethanamine,C[C@H](C1=CC=CC=N1)N
5325908,(4R)-4-(trichloromethyl)oxetan-2-one,C1[C@@H](OC1=O)C(Cl)(Cl)Cl
20595422,(3R)-oxolane-3-carboxylic acid,C1COC[C@@H]1C(=O)O
55289370,(2R)-3-(carbamoylamino)-2-methylpropanoic acid,C[C@H](CNC(=O)N)C(=O)O
1549701,(3R)-2-methylpent-1-en-3-ol,CC[C@H](C(=C)C)O
5706711,(3R)-3-aminohex-5-enoic acid,C=CC[C@H](CC(=O)O)N
16218517,"(2R)-2,3-diaminopropanoic acid;hydrochloride",C([C@H](C(=O)O)N)N.Cl
76551,"(2R,3R)-2-amino-3-methylpentanoic acid",CC[C@@H](C)[C@H](C(=O)O)N
82227,"(1R,5R)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",CC1=CC[C@@H]2C[C@H]1C2(C)C
10996958,(3R)-oxolan-3-amine,C1COC[C@@H]1N
10986187,"(1R)-2,2-dimethylcyclopropane-1-carboxylic acid",CC1(C[C@H]1C(=O)O)C
6388,"1-chloro-1,1-difluoroethane",CC(F)(F)Cl
11008032,"trans-methyl (1R,2R)-2-hydroxycyclopentane-1-carboxylate",COC(=O)[C@@H]1CCC[C@H]1O
23925,iron,[Fe]
150729,methyl (2R)-3-azido-2-methylpropanoate,C[C@H](CN=[N+]=[N-])C(=O)OC
68600920,"(3R)-N,N-dimethylpiperidin-3-amine;hydrochloride",CN(C)[C@@H]1CCCNC1.Cl
23687873,"sodium (4R)-1,3-thiazolidine-4-carboxylate",C1[C@H](NCS1)C(=O)[O-].[Na+]
66935961,"(3R)-1,3-dimethylpiperazine;dihydrochloride",C[C@@H]1CN(CCN1)C.Cl.Cl
92168504,"(3R)-butane-1,3-diamine",C[C@H](CCN)N
118990015,"[(2R)-1,4-oxazepan-2-yl]methanol;hydrochloride",C1CNC[C@@H](OC1)CO.Cl
54488316,"(7aR)-3,6,7,7a-tetrahydro-1H-pyrrolo[1,2-a]imidazole-2,5-dione",C1CC(=O)N2[C@H]1NC(=O)C2
53256079,1-[(3R)-3-aminopyrrolidin-1-yl]ethanone,CC(=O)N1CC[C@H](C1)N
9118388,methyl (3R)-3-aminobutanoate,C[C@H](CC(=O)OC)N
10130025,(2R)-2-methyloctan-1-ol,CCCCCC[C@@H](C)CO
11367023,(2R)-1-but-3-ynyl-2-methylpyrrolidine,C[C@@H]1CCCN1CCC#C
51893068,methyl (3R)-oxolane-3-carboxylate,COC(=O)[C@@H]1CCOC1
22870961,(2R)-3-cyclopropyl-2-hydroxypropanoic acid,C1CC1C[C@H](C(=O)O)O
11355493,(3R)-3-methylhexanoic acid,CCC[C@@H](C)CC(=O)O
7173714,(2R)-4-amino-2-fluorobutanoic acid,C(CN)[C@H](C(=O)O)F
44607644,(2R)-2-amino-3-methylbut-3-enoic acid;hydrochloride,CC(=C)[C@H](C(=O)O)N.Cl
5325909,(4R)-4-methyl-4-(trichloromethyl)oxetan-2-one,C[C@@]1(CC(=O)O1)C(Cl)(Cl)Cl
641521,(2R)-2-methyloxolane,C[C@@H]1CCCO1
71742852,methyl (2R)-3-cyclopropyl-2-hydroxypropanoate,COC(=O)[C@@H](CC1CC1)O
56965747,(2R)-2-amino-3-methoxypropanoic acid;hydrochloride,COC[C@H](C(=O)O)N.Cl
22882162,(2R)-2-(3-fluorophenyl)oxirane,C1[C@H](O1)C2=CC(=CC=C2)F
637147,(2R)-2-bromobutane,CC[C@@H](C)Br
638047,"(3R)-2,3-dimethylpentane",CC[C@@H](C)C(C)C
643078,(3R)-3-hydroxycyclopentan-1-one,C1CC(=O)C[C@@H]1O
643458,(3R)-3-methylpyrrolidin-2-one,C[C@@H]1CCNC1=O
642771,(6R)-6-methyloxan-2-one,C[C@@H]1CCCC(=O)O1
50999178,(1R)-1-(5-bromo-2-pyridinyl)ethanamine,C[C@H](C1=NC=C(C=C1)Br)N
66661266,"(1R)-1-(3-methyl-1,2,4-oxadiazol-5-yl)ethanamine;hydrochloride",CC1=NOC(=N1)[C@@H](C)N.Cl
74889783,(3R)-3-ethoxypyrrolidine;hydrochloride,CCO[C@@H]1CCNC1.Cl
10011856,(3R)-thiolan-3-ol,C1CSC[C@@H]1O
57518771,(R)-bromo-chloro-fluoromethane,[C@@H](F)(Cl)Br
86811217,(2R)-2-methylpiperidin-4-one;hydrochloride,C[C@@H]1CC(=O)CCN1.Cl
74787948,"(1R)-1-(1,3-thiazol-4-yl)ethanamine",C[C@H](C1=CSC=N1)N
10236019,ethyl (2R)-2-aminopropanoate;hydrochloride,CCOC(=O)[C@@H](C)N.Cl
86710952,(1R)-1-thiophen-2-ylethanamine;hydrochloride,C[C@H](C1=CC=CS1)N.Cl
129319759,(2R)-1-fluoropentan-2-amine;hydrochloride,CCC[C@H](CF)N.Cl
66569490,(3R)-3-chloropyrrolidine;hydrochloride,C1CNC[C@@H]1Cl.Cl
66577078,[(3R)-4-methylmorpholin-3-yl]methanamine,CN1CCOC[C@H]1CN
86767528,"(1R)-1-(1,3-thiazol-4-yl)ethanamine;dihydrochloride",C[C@H](C1=CSC=N1)N.Cl.Cl
73424806,(3R)-3-amino-2-methylbutan-2-ol;hydrochloride,C[C@H](C(C)(C)O)N.Cl
86731644,"(4R)-4-amino-2-ethyl-1,2-oxazolidin-3-one;hydrochloride",CCN1C(=O)[C@@H](CO1)N.Cl
92042945,methyl (2R)-2-amino-3-methoxypropanoate;hydrochloride,COC[C@H](C(=O)OC)N.Cl
12004108,"(2R)-4,4,4-trifluoro-2-methylbutan-1-amine;hydrochloride",C[C@H](CC(F)(F)F)CN.Cl
88251,(2R)-2-amino-3-methoxypropanoic acid,COC[C@H](C(=O)O)N
7167664,[(1R)-1-aminobutyl]phosphonic acid,CCC[C@H](N)P(=O)(O)O
12430455,"(2R)-2,4-diaminobutanoic acid;dihydrochloride",C(CN)[C@H](C(=O)O)N.Cl.Cl
13022690,(4R)-5-amino-4-hydroxypentanoic acid,C(CC(=O)O)[C@H](CN)O
44225886,(1R)-1-cyclohexylethanamine;hydrochloride,C[C@H](C1CCCCC1)N.Cl
297,methane,C
313,chlorane,Cl
757,2-hydroxyacetic acid,C(C(=O)O)O
602,2-aminopropanoic acid,CC(C(=O)O)N
1176,urea,C(=O)(N)N
243,benzoic acid,C1=CC=C(C=C1)C(=O)O
53338728,(3R)-3-propan-2-ylmorpholine,CC(C)[C@@H]1COCCN1
11052326,"(2R)-2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane",[C@@H](C(OC(F)F)(F)F)(F)Cl
11073432,"(1R,2Z)-cyclooct-2-en-1-ol",C1CC/C=C\[C@@H](CC1)O
445258,"(2R)-2-bromo-2-chloro-1,1,1-trifluoroethane",[C@@H](C(F)(F)F)(Cl)Br
86616457,(2R)-1-fluoropropan-2-amine;hydrochloride,C[C@H](CF)N.Cl
440279,"(2R)-2,3-dihydroxy-3-methylbutanoic acid",CC(C)([C@H](C(=O)O)O)O
86811255,"[(2R)-1,4-dioxan-2-yl]methanamine;hydrochloride",C1CO[C@@H](CO1)CN.Cl
58241949,(2R)-but-3-yn-2-amine,C[C@H](C#C)N
21117962,(2R)-2-propylpent-4-enoic acid,CCC[C@H](CC=C)C(=O)O
7016437,(2R)-6-chlorohexan-2-ol,C[C@H](CCCCCl)O
7062161,(2R)-piperidine-2-carboxamide,C1CCN[C@H](C1)C(=O)N
13142168,(2R)-2-amino-4-(methylamino)-4-oxobutanoic acid,CNC(=O)C[C@H](C(=O)O)N
53487230,(1R)-1-pyridin-3-ylethanamine;hydrochloride,C[C@H](C1=CN=CC=C1)N.Cl
40520333,(2R)-2-amino-2-thiophen-3-ylacetic acid,C1=CSC=C1[C@H](C(=O)O)N
53488454,ethyl (3R)-pyrrolidine-3-carboxylate,CCOC(=O)[C@@H]1CCNC1
10898779,(2R)-2-amino-2-pyridin-2-ylethanol,C1=CC=NC(=C1)[C@H](CO)N
10909635,1-[(1R)-4-methylcyclohex-3-en-1-yl]ethanone,CC1=CC[C@@H](CC1)C(=O)C
12315316,2-[fluoro(methyl)phosphoryl]oxypropane,CC(C)O[P@](=O)(C)F
10887945,methyl (2R)-2-hydroxy-3-methylbutanoate,CC(C)[C@H](C(=O)OC)O
10855610,ethyl (3R)-3-hydroxypentanoate,CC[C@H](CC(=O)OCC)O
12443920,N-methyl-1-[(2R)-pyrrolidin-2-yl]methanamine,CNC[C@H]1CCCN1
14682369,"(5S)-5,7-dimethylocta-1,6-diene",C[C@@H](CCC=C)C=C(C)C
67190607,(1R)-1-[(2R)-pyrrolidin-2-yl]ethanol,C[C@H]([C@H]1CCCN1)O
13797673,(2R)-2-amino-2-methylpentanoic acid,CCC[C@](C)(C(=O)O)N
14545569,(2R)-3-bromo-2-hydroxypropanoic acid,C([C@@H](C(=O)O)O)Br
100916453,"(2R)-2-aminohexa-4,5-dienoic acid",C=C=CC[C@H](C(=O)O)N
25242197,(1R)-1-(5-fluoro-2-pyridinyl)ethanamine,C[C@H](C1=NC=C(C=C1)F)N
176722,(2R)-2-hydroxyoctan-3-one,CCCCCC(=O)[C@@H](C)O
18410256,2-propan-2-ylthiolan-3-ol,CC(C)C1C(CCS1)O
6931885,(5R)-5-acetyloxolan-2-one,CC(=O)[C@H]1CCC(=O)O1
13624466,1-[(3R)-3-hydroxycyclohexen-1-yl]ethanone,CC(=O)C1=C[C@@H](CCC1)O
6989209,(2R)-6-methylheptan-2-amine,C[C@H](CCCC(C)C)N
6950548,[(2R)-1-methoxypropan-2-yl] acetate,C[C@H](COC)OC(=O)C
6951324,(3R)-1-ethylpiperidin-3-ol,CCN1CCC[C@H](C1)O
6950199,"(2R,4S)-pentane-2,4-diol",C[C@H](C[C@H](C)O)O
145815,"(2R)-2,5-diamino-5-oxopentanoic acid",C(CC(=O)N)[C@H](C(=O)O)N
148367,"(2R)-3-azidopropane-1,2-diol",C([C@H](CO)O)N=[N+]=[N-]
6558437,(2R)-piperazine-2-carboxylic acid,C1CN[C@H](CN1)C(=O)O
14494982,"(1'R,2'S,4'R,5'S)-spiro[cyclopropane-1,8'-tricyclo[3.2.1.02,4]octane]",C1C[C@H]2[C@@H]3C[C@@H]3[C@@H]1C24CC4
1514133,2-[(2R)-morpholin-2-yl]acetic acid,C1CO[C@@H](CN1)CC(=O)O
6951031,methyl (2R)-2-acetamidopropanoate,C[C@H](C(=O)OC)NC(=O)C
6951143,(2R)-3-methyl-2-(methylamino)butanoic acid,CC(C)[C@H](C(=O)O)NC
1516524,(3R)-3-methylpyrrolidine-3-carboxylic acid,C[C@]1(CCNC1)C(=O)O
124444914,"trans-(1R,3R)-1-iodo-3-methylcyclohexane",C[C@@H]1CCC[C@H](C1)I
6604291,N-[(3R)-2-oxothiolan-3-yl]acetamide,CC(=O)N[C@@H]1CCSC1=O
6951533,"(2R)-3-(dimethylamino)propane-1,2-diol",CN(C)C[C@H](CO)O
1810311,"(3R)-3-amino-4,4,4-trifluorobutanoic acid",C([C@H](C(F)(F)F)N)C(=O)O
15196533,"(1R)-2,2-dimethylcyclopentan-1-amine",CC1(CCC[C@H]1N)C
89421158,(1R)-1-pyridin-2-ylethanamine;hydrochloride,C[C@H](C1=CC=CC=N1)N.Cl
57970078,1-[(3R)-3-(methylamino)pyrrolidin-1-yl]ethanone,CC(=O)N1CC[C@H](C1)NC
6559086,(2R)-morpholine-2-carboxylic acid,C1CO[C@H](CN1)C(=O)O
14434850,"(2S,3S)-2-ethyl-3-hydroxybutanenitrile",CC[C@@H](C#N)[C@H](C)O
14256376,"methyl (3R)-3-hydroxy-3,4-dihydro-2H-pyrrole-5-carboxylate",COC(=O)C1=NC[C@@H](C1)O
6999801,(3R)-2-methylpentan-3-ol,CC[C@H](C(C)C)O
13857547,(3R)-3-hydroxypiperidin-2-one,C1C[C@H](C(=O)NC1)O
9548741,(2R)-2-methyl-2H-furan-5-one,C[C@@H]1C=CC(=O)O1
40428300,[(3R)-1-ethylpyrrolidin-3-yl]methanamine,CCN1CC[C@@H](C1)CN
12963517,methyl (2R)-2-methyl-3-sulfanylpropanoate,C[C@@H](CS)C(=O)OC
7014875,"(4R)-pentane-1,4-diol",C[C@H](CCCO)O
7015155,(1R)-1-(3-methylphenyl)ethanol,CC1=CC(=CC=C1)[C@@H](C)O
15284009,(3R)-3-hydroxy-2-oxobutanoic acid,C[C@H](C(=O)C(=O)O)O
60011453,(4R)-4-[(2R)-butan-2-yl]pyrrolidin-2-one,CC[C@@H](C)[C@H]1CC(=O)NC1
13581854,methyl (2R)-oxane-2-carboxylate,COC(=O)[C@H]1CCCCO1
6558436,(4R)-4-hydroxycyclopent-2-en-1-one,C1[C@H](C=CC1=O)O
10678185,(2R)-3-methylbut-3-en-2-ol,C[C@H](C(=C)C)O
28211072,(2R)-2-methoxy-3-methylbutanoic acid,CC(C)[C@H](C(=O)O)OC
73357364,(4R)-4-aminopyrrolidin-2-one;hydrochloride,C1[C@H](CNC1=O)N.Cl
46173310,(2R)-2-methyl-3-oxopropanoate,C[C@H](C=O)C(=O)[O-]
11586303,(2R)-2-(hydroxymethyl)butanoic acid,CC[C@H](CO)C(=O)O
58221813,"(2R)-2-(1,3-thiazol-2-yl)but-3-yn-2-ol",C[C@@](C#C)(C1=NC=CS1)O
45789896,(3R)-3-(2-methoxyethoxy)pyrrolidine,COCCO[C@@H]1CCNC1
55262372,(1R)-1-(3-chloro-2-pyridinyl)ethanamine,C[C@H](C1=C(C=CC=N1)Cl)N
78998551,(1R)-1-(4-bromothiophen-2-yl)ethanamine,C[C@H](C1=CC(=CS1)Br)N
14894357,(1R)-1-(furan-2-yl)-2-methylpropan-1-amine,CC(C)[C@H](C1=CC=CO1)N
55292796,(1R)-1-cyclobutylethanamine,C[C@H](C1CCC1)N
28952359,"(2R)-1,4-dioxane-2-carboxylic acid",C1CO[C@H](CO1)C(=O)O
40527678,"(2R)-1,1,1-trifluorobutan-2-amine",CC[C@H](C(F)(F)F)N
92282920,ethyl (2R)-3-bromo-2-methylpropanoate,CCOC(=O)[C@@H](C)CBr
66569192,(3R)-3-chloropiperidine;hydrochloride,C1C[C@H](CNC1)Cl.Cl
98601535,"[(2R)-4,4-dimethylpyrrolidin-2-yl]methanol",CC1(C[C@@H](NC1)CO)C
40532482,"methyl (2R)-2-amino-3,3-dimethylbutanoate",CC(C)(C)[C@H](C(=O)OC)N
55298968,(3S)-3-[(1S)-1-hydroxyethyl]pyrrolidin-2-one,C[C@@H]([C@@H]1CCNC1=O)O
55300444,"(1R,5R)-3-methyl-3,6-diazabicyclo[3.2.0]heptane",CN1C[C@H]2CN[C@H]2C1
138109889,(3R)-3-fluoropyrrolidine-3-carboxylic acid;hydrochloride,C1CNC[C@]1(C(=O)O)F.Cl
129747712,"[(1R,2R)-1-amino-2-(hydroxymethyl)cyclopropyl]phosphonic acid",C1[C@@H]([C@]1(N)P(=O)(O)O)CO
54450874,(2R)-2-ethyl-2-methylpentanoic acid,CCC[C@@](C)(CC)C(=O)O
132371671,"(1R)-1-[(3R)-morpholin-3-yl]ethane-1,2-diol",C1COC[C@@H](N1)[C@H](CO)O
14554283,(2R)-2-(dimethylamino)-3-hydroxypropanamide,CN(C)[C@H](CO)C(=O)N
2734862,"(4R)-4-(2-methylpropyl)-1,3-oxazolidin-2-one",CC(C)C[C@@H]1COC(=O)N1
14503313,(3S)-3-amino-2-hydroxy-4-methylpentanoic acid,CC(C)[C@@H](C(C(=O)O)O)N
76966968,(2R)-2-bromo-2-nitropropan-1-ol,C[C@@](CO)([N+](=O)[O-])Br
137349289,"(2R,3R,4S)-3-fluoro-4-hydroxypyrrolidine-2-carbaldehyde",C1[C@@H]([C@@H]([C@H](N1)C=O)F)O
130781455,(2S)-2-[(1S)-1-bromoethyl]oxolane,C[C@@H]([C@@H]1CCCO1)Br
9833984,[(2R)-3-amino-2-fluoropropyl]-hydroxy-oxophosphanium,C([C@H](C[P+](=O)O)F)N
29010881,"(5R)-5-aminocyclohexa-1,3-diene-1-carboxylic acid",C1[C@H](C=CC=C1C(=O)O)N
130906151,"(1'S,2'S,4'R,6'R)-spiro[cyclopropane-1,5'-tricyclo[2.2.1.02,6]heptane]-3'-one",C1CC12[C@H]3C[C@H]4[C@@H]2[C@H]4C3=O
155291428,(1R)-1-[(3R)-morpholin-3-yl]ethanol;hydrochloride,C[C@H]([C@H]1COCCN1)O.Cl
155904197,(1R)-1-[(2R)-1-methylpyrrolidin-2-yl]ethanol,C[C@H]([C@H]1CCCN1C)O
1415548,[(2R)-4-methylmorpholin-2-yl]methanamine,CN1CCO[C@@H](C1)CN
38988946,(2R)-1-propan-2-yloxypropan-2-ol,C[C@H](COC(C)C)O
67009512,1-[(1R)-1-aminoethyl]cyclopentan-1-ol;hydrochloride,C[C@H](C1(CCCC1)O)N.Cl
95396573,(1R)-1-[(3R)-oxolan-3-yl]ethanamine,C[C@H]([C@H]1CCOC1)N
735777,"trans-(1R,2R)-2-aminocyclohexan-1-ol",C1CC[C@H]([C@@H](C1)N)O
58666449,[(3R)-4-methylmorpholin-3-yl]methanol,CN1CCOC[C@H]1CO
39225678,(2R)-1-[(3R)-3-aminopyrrolidin-1-yl]propan-2-ol,C[C@H](CN1CC[C@H](C1)N)O
66570529,"(2R)-1,1,1-trifluoro-N-methylpropan-2-amine;hydrochloride",C[C@H](C(F)(F)F)NC.Cl
23963,titanium,[Ti]
11830043,S-[(2R)-3-chloro-2-methyl-3-oxopropyl] ethanethioate,C[C@H](CSC(=O)C)C(=O)Cl
7330586,"(3R)-N,N-dimethylpiperidin-3-amine",CN(C)[C@@H]1CCCNC1
132212331,"(4R)-4-[(1R)-1-fluoroethyl]-1,3-oxazolidin-2-one",C[C@H]([C@H]1COC(=O)N1)F
960595,(2R)-2-imidazol-1-ylpropanoic acid,C[C@H](C(=O)O)N1C=CN=C1
40428277,[(3R)-1-methylpyrrolidin-3-yl]methanamine,CN1CC[C@@H](C1)CN
15086791,(3R)-3-methoxypyrrolidine,CO[C@@H]1CCNC1
10510975,(2R)-2-amino-2-methylhexanoic acid,CCCC[C@](C)(C(=O)O)N
57516613,(2R)-2-amino-2-(1-methylcyclopropyl)acetic acid,CC1(CC1)[C@H](C(=O)O)N
10486831,(4R)-4-sulfanylpyrrolidin-2-one,C1[C@H](CNC1=O)S
5325910,(4R)-4-methyloxolan-2-one,C[C@@H]1CC(=O)OC1
133064360,"(2R,3R)-3-hydroperoxybutan-2-ol",C[C@H]([C@@H](C)OO)O
10374484,"(6R)-2,2,6-trimethylpiperazine",C[C@@H]1CNCC(N1)(C)C
68312733,(2R)-2-amino-2-cyclopropylethanol;hydrochloride,C1CC1[C@H](CO)N.Cl
139026014,potassium (2R)-3-hydroxy-2-methylpropanoate,C[C@H](CO)C(=O)[O-].[K+]
40614391,(1R)-1-piperidin-4-ylethanol,C[C@H](C1CCNCC1)O
